NUMERO;NOME_RESUMIDO;RGD;RACA;DATA_LEITE;PESO_TOTAL_LEITE;DATA_ULTIMO_PARTO;DATA_BAIXA;
419;419;;Girolando;11/12/2023;12,55;06/10/2023;04/12/2025;
420;420-Crianca;;Girolando;09/03/2024;23,24;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;20/04/2024;28,8;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;24/06/2024;26;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;20/12/2024;21,2;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;26/12/2024;22,2;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;18/01/2025;18;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;19/04/2025;22,4;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;20/07/2025;25;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;13/08/2025;16;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;24/08/2025;18;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;22/09/2025;14;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;02/10/2025;12;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;17/10/2025;10;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;18/11/2025;10;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;24/11/2025;10;26/03/2025;20/05/2026;
420;420-Crianca;;Girolando;29/11/2025;13;26/03/2025;20/05/2026;
421 BORDADA;421 Bordada;;Girolando;25/10/2023;31,89;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;27/11/2023;27,05;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;11/12/2023;22,21;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;19/01/2024;24,68;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;09/03/2024;19,75;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;20/04/2024;19,75;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;24/06/2024;15,3;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;20/12/2024;11;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;26/12/2024;15,2;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;18/01/2025;9;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;19/04/2025;28;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;20/07/2025;22;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;13/08/2025;15;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;24/08/2025;18;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;22/09/2025;14;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;02/10/2025;12;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;17/10/2025;11;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;18/11/2025;4;19/03/2025;28/12/2025;
421 BORDADA;421 Bordada;;Girolando;24/11/2025;4;19/03/2025;28/12/2025;
422;422-Dengosa;;Jersey;20/07/2025;31;17/04/2025;;
422;422-Dengosa;;Jersey;13/08/2025;31;17/04/2025;;
422;422-Dengosa;;Jersey;24/08/2025;31;17/04/2025;;
422;422-Dengosa;;Jersey;22/09/2025;34;17/04/2025;;
422;422-Dengosa;;Jersey;02/10/2025;27;17/04/2025;;
422;422-Dengosa;;Jersey;17/10/2025;22;17/04/2025;;
422;422-Dengosa;;Jersey;18/11/2025;22;17/04/2025;;
422;422-Dengosa;;Jersey;24/11/2025;22;17/04/2025;;
422;422-Dengosa;;Jersey;29/11/2025;21;17/04/2025;;
422;422-Dengosa;;Jersey;13/12/2025;21,5;17/04/2025;;
422;422-Dengosa;;Jersey;21/12/2025;21;17/04/2025;;
422;422-Dengosa;;Jersey;29/12/2025;18,5;17/04/2025;;
422;422-Dengosa;;Jersey;04/01/2026;19;17/04/2025;;
422;422-Dengosa;;Jersey;10/01/2026;16;17/04/2025;;
422;422-Dengosa;;Jersey;16/01/2026;14;17/04/2025;;
422;422-Dengosa;;Jersey;23/01/2026;15;17/04/2025;;
422;422-Dengosa;;Jersey;30/01/2026;16;17/04/2025;;
422;422-Dengosa;;Jersey;18/02/2026;14;17/04/2025;;
422;422-Dengosa;;Jersey;21/03/2026;10;17/04/2025;;
425 BALEIA;425 Baleia;;Girolando;19/01/2024;28,19;18/12/2023;04/12/2025;
426 DILOM;426 Dilom;;Holandês;20/07/2025;5;19/05/2025;04/12/2025;
426 DILOM;426 Dilom;;Holandês;13/08/2025;8;19/05/2025;04/12/2025;
427;427-Princesa;;Girolando;20/12/2024;30;05/10/2025;;
427;427-Princesa;;Girolando;26/12/2024;28,3;05/10/2025;;
427;427-Princesa;;Girolando;18/01/2025;31,3;05/10/2025;;
427;427-Princesa;;Girolando;04/02/2025;31;05/10/2025;;
427;427-Princesa;;Girolando;08/03/2025;25,2;05/10/2025;;
427;427-Princesa;;Girolando;19/04/2025;26;05/10/2025;;
427;427-Princesa;;Girolando;17/10/2025;15;05/10/2025;;
427;427-Princesa;;Girolando;18/11/2025;21;05/10/2025;;
427;427-Princesa;;Girolando;24/11/2025;22;05/10/2025;;
427;427-Princesa;;Girolando;29/11/2025;22;05/10/2025;;
427;427-Princesa;;Girolando;13/12/2025;19;05/10/2025;;
427;427-Princesa;;Girolando;21/12/2025;20;05/10/2025;;
427;427-Princesa;;Girolando;29/12/2025;20;05/10/2025;;
427;427-Princesa;;Girolando;04/01/2026;20;05/10/2025;;
427;427-Princesa;;Girolando;10/01/2026;23;05/10/2025;;
427;427-Princesa;;Girolando;16/01/2026;18;05/10/2025;;
427;427-Princesa;;Girolando;23/01/2026;17;05/10/2025;;
427;427-Princesa;;Girolando;30/01/2026;17;05/10/2025;;
427;427-Princesa;;Girolando;18/02/2026;16;05/10/2025;;
427;427-Princesa;;Girolando;21/03/2026;22;05/10/2025;;
427;427-Princesa;;Girolando;04/04/2026;16;05/10/2025;;
427;427-Princesa;;Girolando;17/04/2026;13;05/10/2025;;
427;427-Princesa;;Girolando;01/05/2026;11;05/10/2025;;
427;427-Princesa;;Girolando;09/05/2026;21;05/10/2025;;
427;427-Princesa;;Girolando;18/05/2026;24;05/10/2025;;
427;427-Princesa;;Girolando;13/06/2026;21;05/10/2025;;
428;428 (189);428 (189);Girolando;13/12/2025;25;16/09/2025;;
428;428 (189);428 (189);Girolando;21/12/2025;25;16/09/2025;;
428;428 (189);428 (189);Girolando;29/12/2025;23;16/09/2025;;
428;428 (189);428 (189);Girolando;04/01/2026;21;16/09/2025;;
428;428 (189);428 (189);Girolando;10/01/2026;24;16/09/2025;;
428;428 (189);428 (189);Girolando;16/01/2026;24;16/09/2025;;
428;428 (189);428 (189);Girolando;23/01/2026;20;16/09/2025;;
428;428 (189);428 (189);Girolando;30/01/2026;24;16/09/2025;;
428;428 (189);428 (189);Girolando;18/02/2026;24;16/09/2025;;
428;428 (189);428 (189);Girolando;21/03/2026;26;16/09/2025;;
428;428 (189);428 (189);Girolando;04/04/2026;23;16/09/2025;;
428;428 (189);428 (189);Girolando;17/04/2026;27;16/09/2025;;
428;428 (189);428 (189);Girolando;01/05/2026;24;16/09/2025;;
428;428 (189);428 (189);Girolando;09/05/2026;29;16/09/2025;;
428;428 (189);428 (189);Girolando;18/05/2026;31;16/09/2025;;
428;428 (189);428 (189);Girolando;13/06/2026;27;16/09/2025;;
429;429 (194);429 (194);Girolando;13/12/2025;31;16/09/2025;;
429;429 (194);429 (194);Girolando;21/12/2025;30,5;16/09/2025;;
429;429 (194);429 (194);Girolando;29/12/2025;28;16/09/2025;;
429;429 (194);429 (194);Girolando;04/01/2026;29;16/09/2025;;
429;429 (194);429 (194);Girolando;10/01/2026;27;16/09/2025;;
429;429 (194);429 (194);Girolando;16/01/2026;27;16/09/2025;;
429;429 (194);429 (194);Girolando;23/01/2026;30;16/09/2025;;
429;429 (194);429 (194);Girolando;30/01/2026;30;16/09/2025;;
429;429 (194);429 (194);Girolando;18/02/2026;31;16/09/2025;;
429;429 (194);429 (194);Girolando;21/03/2026;35;16/09/2025;;
429;429 (194);429 (194);Girolando;04/04/2026;29;16/09/2025;;
429;429 (194);429 (194);Girolando;17/04/2026;25;16/09/2025;;
429;429 (194);429 (194);Girolando;01/05/2026;28;16/09/2025;;
429;429 (194);429 (194);Girolando;09/05/2026;32;16/09/2025;;
429;429 (194);429 (194);Girolando;18/05/2026;30;16/09/2025;;
429;429 (194);429 (194);Girolando;13/06/2026;19;16/09/2025;;
430;430 (195);430 (195);Girolando;13/12/2025;23;24/09/2025;;
430;430 (195);430 (195);Girolando;21/12/2025;24;24/09/2025;;
430;430 (195);430 (195);Girolando;29/12/2025;25,4;24/09/2025;;
430;430 (195);430 (195);Girolando;04/01/2026;25;24/09/2025;;
430;430 (195);430 (195);Girolando;10/01/2026;21;24/09/2025;;
430;430 (195);430 (195);Girolando;16/01/2026;19;24/09/2025;;
430;430 (195);430 (195);Girolando;23/01/2026;24;24/09/2025;;
430;430 (195);430 (195);Girolando;30/01/2026;23;24/09/2025;;
430;430 (195);430 (195);Girolando;18/02/2026;22;24/09/2025;;
430;430 (195);430 (195);Girolando;21/03/2026;25;24/09/2025;;
430;430 (195);430 (195);Girolando;04/04/2026;15;24/09/2025;;
430;430 (195);430 (195);Girolando;17/04/2026;20;24/09/2025;;
430;430 (195);430 (195);Girolando;01/05/2026;18;24/09/2025;;
430;430 (195);430 (195);Girolando;09/05/2026;22;24/09/2025;;
430;430 (195);430 (195);Girolando;18/05/2026;24;24/09/2025;;
430;430 (195);430 (195);Girolando;13/06/2026;27;24/09/2025;;
431;431 (117);431 (117);Holandês;13/12/2025;26;08/06/2026;;
431;431 (117);431 (117);Holandês;21/12/2025;27,5;08/06/2026;;
431;431 (117);431 (117);Holandês;29/12/2025;23;08/06/2026;;
431;431 (117);431 (117);Holandês;04/01/2026;11;08/06/2026;;
431;431 (117);431 (117);Holandês;10/01/2026;21;08/06/2026;;
431;431 (117);431 (117);Holandês;16/01/2026;16;08/06/2026;;
431;431 (117);431 (117);Holandês;23/01/2026;20;08/06/2026;;
431;431 (117);431 (117);Holandês;30/01/2026;20;08/06/2026;;
431;431 (117);431 (117);Holandês;18/02/2026;22;08/06/2026;;
431;431 (117);431 (117);Holandês;21/03/2026;20;08/06/2026;;
431;431 (117);431 (117);Holandês;04/04/2026;19;08/06/2026;;
431;431 (117);431 (117);Holandês;17/04/2026;19;08/06/2026;;
431;431 (117);431 (117);Holandês;01/05/2026;20;08/06/2026;;
431;431 (117);431 (117);Holandês;09/05/2026;20;08/06/2026;;
431;431 (117);431 (117);Holandês;18/05/2026;16;08/06/2026;;
432;432 (183);432 (183);Holandês;13/12/2025;26;09/08/2025;;
432;432 (183);432 (183);Holandês;21/12/2025;23,5;09/08/2025;;
432;432 (183);432 (183);Holandês;29/12/2025;23;09/08/2025;;
432;432 (183);432 (183);Holandês;04/01/2026;22;09/08/2025;;
432;432 (183);432 (183);Holandês;10/01/2026;24;09/08/2025;;
432;432 (183);432 (183);Holandês;16/01/2026;20;09/08/2025;;
432;432 (183);432 (183);Holandês;23/01/2026;24;09/08/2025;;
432;432 (183);432 (183);Holandês;30/01/2026;23;09/08/2025;;
432;432 (183);432 (183);Holandês;18/02/2026;23;09/08/2025;;
432;432 (183);432 (183);Holandês;21/03/2026;27;09/08/2025;;
432;432 (183);432 (183);Holandês;04/04/2026;23;09/08/2025;;
432;432 (183);432 (183);Holandês;17/04/2026;21;09/08/2025;;
432;432 (183);432 (183);Holandês;01/05/2026;20;09/08/2025;;
432;432 (183);432 (183);Holandês;09/05/2026;24;09/08/2025;;
432;432 (183);432 (183);Holandês;18/05/2026;26;09/08/2025;;
432;432 (183);432 (183);Holandês;13/06/2026;21;09/08/2025;;
433;433 (160);433 (160);Holandês;13/12/2025;31;20/08/2025;;
433;433 (160);433 (160);Holandês;21/12/2025;31,5;20/08/2025;;
433;433 (160);433 (160);Holandês;29/12/2025;29,4;20/08/2025;;
433;433 (160);433 (160);Holandês;04/01/2026;30;20/08/2025;;
433;433 (160);433 (160);Holandês;10/01/2026;28;20/08/2025;;
433;433 (160);433 (160);Holandês;16/01/2026;29;20/08/2025;;
433;433 (160);433 (160);Holandês;23/01/2026;26;20/08/2025;;
433;433 (160);433 (160);Holandês;30/01/2026;29;20/08/2025;;
433;433 (160);433 (160);Holandês;18/02/2026;29;20/08/2025;;
433;433 (160);433 (160);Holandês;21/03/2026;27;20/08/2025;;
433;433 (160);433 (160);Holandês;04/04/2026;27;20/08/2025;;
433;433 (160);433 (160);Holandês;17/04/2026;27;20/08/2025;;
433;433 (160);433 (160);Holandês;01/05/2026;27;20/08/2025;;
433;433 (160);433 (160);Holandês;09/05/2026;32;20/08/2025;;
433;433 (160);433 (160);Holandês;18/05/2026;32;20/08/2025;;
433;433 (160);433 (160);Holandês;13/06/2026;28;20/08/2025;;
434;434 (173);434 (173);Holandês;13/12/2025;21;26/02/2026;;
434;434 (173);434 (173);Holandês;21/12/2025;22;26/02/2026;;
434;434 (173);434 (173);Holandês;29/12/2025;21;26/02/2026;;
434;434 (173);434 (173);Holandês;04/01/2026;24;26/02/2026;;
434;434 (173);434 (173);Holandês;10/01/2026;23;26/02/2026;;
434;434 (173);434 (173);Holandês;16/01/2026;18;26/02/2026;;
434;434 (173);434 (173);Holandês;23/01/2026;19;26/02/2026;;
434;434 (173);434 (173);Holandês;30/01/2026;21;26/02/2026;;
434;434 (173);434 (173);Holandês;18/02/2026;19;26/02/2026;;
434;434 (173);434 (173);Holandês;21/03/2026;14;26/02/2026;;
434;434 (173);434 (173);Holandês;04/04/2026;17;26/02/2026;;
434;434 (173);434 (173);Holandês;17/04/2026;19;26/02/2026;;
434;434 (173);434 (173);Holandês;01/05/2026;18;26/02/2026;;
434;434 (173);434 (173);Holandês;09/05/2026;18;26/02/2026;;
434;434 (173);434 (173);Holandês;18/05/2026;14;26/02/2026;;
434;434 (173);434 (173);Holandês;13/06/2026;16;26/02/2026;;
435;435 (181);435 (181);Holandês;13/12/2025;23;10/08/2025;;
435;435 (181);435 (181);Holandês;21/12/2025;24;10/08/2025;;
435;435 (181);435 (181);Holandês;29/12/2025;23;10/08/2025;;
435;435 (181);435 (181);Holandês;04/01/2026;21;10/08/2025;;
435;435 (181);435 (181);Holandês;10/01/2026;25;10/08/2025;;
435;435 (181);435 (181);Holandês;16/01/2026;20;10/08/2025;;
435;435 (181);435 (181);Holandês;23/01/2026;23;10/08/2025;;
435;435 (181);435 (181);Holandês;30/01/2026;23;10/08/2025;;
435;435 (181);435 (181);Holandês;18/02/2026;25;10/08/2025;;
435;435 (181);435 (181);Holandês;21/03/2026;20;10/08/2025;;
435;435 (181);435 (181);Holandês;04/04/2026;12;10/08/2025;;
435;435 (181);435 (181);Holandês;17/04/2026;17;10/08/2025;;
435;435 (181);435 (181);Holandês;01/05/2026;19;10/08/2025;;
435;435 (181);435 (181);Holandês;09/05/2026;25;10/08/2025;;
435;435 (181);435 (181);Holandês;18/05/2026;24;10/08/2025;;
435;435 (181);435 (181);Holandês;13/06/2026;24;10/08/2025;;
436;436 (194);436 (194);Holandês;13/12/2025;27,5;27/05/2025;;
436;436 (194);436 (194);Holandês;21/12/2025;23;27/05/2025;;
436;436 (194);436 (194);Holandês;29/12/2025;27,4;27/05/2025;;
436;436 (194);436 (194);Holandês;04/01/2026;27;27/05/2025;;
436;436 (194);436 (194);Holandês;10/01/2026;23;27/05/2025;;
436;436 (194);436 (194);Holandês;16/01/2026;24;27/05/2025;;
436;436 (194);436 (194);Holandês;23/01/2026;24;27/05/2025;;
436;436 (194);436 (194);Holandês;30/01/2026;23;27/05/2025;;
436;436 (194);436 (194);Holandês;18/02/2026;27;27/05/2025;;
436;436 (194);436 (194);Holandês;21/03/2026;25;27/05/2025;;
436;436 (194);436 (194);Holandês;04/04/2026;25;27/05/2025;;
436;436 (194);436 (194);Holandês;17/04/2026;24;27/05/2025;;
436;436 (194);436 (194);Holandês;01/05/2026;24;27/05/2025;;
436;436 (194);436 (194);Holandês;09/05/2026;27;27/05/2025;;
436;436 (194);436 (194);Holandês;18/05/2026;25;27/05/2025;;
436;436 (194);436 (194);Holandês;13/06/2026;27;27/05/2025;;
437;437 (149);437 (149);Holandês;13/12/2025;23;20/05/2026;;
437;437 (149);437 (149);Holandês;21/12/2025;25;20/05/2026;;
437;437 (149);437 (149);Holandês;29/12/2025;19;20/05/2026;;
437;437 (149);437 (149);Holandês;04/01/2026;25;20/05/2026;;
437;437 (149);437 (149);Holandês;10/01/2026;24;20/05/2026;;
437;437 (149);437 (149);Holandês;16/01/2026;19;20/05/2026;;
437;437 (149);437 (149);Holandês;23/01/2026;21;20/05/2026;;
437;437 (149);437 (149);Holandês;30/01/2026;21;20/05/2026;;
437;437 (149);437 (149);Holandês;18/02/2026;21;20/05/2026;;
437;437 (149);437 (149);Holandês;21/03/2026;19;20/05/2026;;
437;437 (149);437 (149);Holandês;13/06/2026;35;20/05/2026;;
457-A;457-A;457-A;Holandês;20/12/2024;24;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;26/12/2024;25;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;18/01/2025;25;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;04/02/2025;30;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;08/03/2025;20;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;15/03/2025;21;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;19/04/2025;21,2;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;20/07/2025;15;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;13/08/2025;5;13/07/2024;04/12/2025;
457-A;457-A;457-A;Holandês;24/08/2025;3;13/07/2024;04/12/2025;
472;472;472-A;Holandês;20/12/2024;36,4;28/11/2025;04/06/2026;
472;472;472-A;Holandês;26/12/2024;30;28/11/2025;04/06/2026;
472;472;472-A;Holandês;18/01/2025;37;28/11/2025;04/06/2026;
472;472;472-A;Holandês;04/02/2025;30;28/11/2025;04/06/2026;
472;472;472-A;Holandês;08/03/2025;27;28/11/2025;04/06/2026;
472;472;472-A;Holandês;15/03/2025;33;28/11/2025;04/06/2026;
472;472;472-A;Holandês;19/04/2025;31;28/11/2025;04/06/2026;
472;472;472-A;Holandês;20/07/2025;23;28/11/2025;04/06/2026;
472;472;472-A;Holandês;13/08/2025;13,3;28/11/2025;04/06/2026;
472;472;472-A;Holandês;24/08/2025;11;28/11/2025;04/06/2026;
472;472;472-A;Holandês;22/09/2025;9;28/11/2025;04/06/2026;
472;472;472-A;Holandês;29/11/2025;23;28/11/2025;04/06/2026;
472;472;472-A;Holandês;13/12/2025;20;28/11/2025;04/06/2026;
472;472;472-A;Holandês;21/12/2025;25;28/11/2025;04/06/2026;
472;472;472-A;Holandês;29/12/2025;29;28/11/2025;04/06/2026;
472;472;472-A;Holandês;04/01/2026;29;28/11/2025;04/06/2026;
472;472;472-A;Holandês;10/01/2026;29;28/11/2025;04/06/2026;
472;472;472-A;Holandês;16/01/2026;29;28/11/2025;04/06/2026;
472;472;472-A;Holandês;23/01/2026;26;28/11/2025;04/06/2026;
472;472;472-A;Holandês;30/01/2026;28;28/11/2025;04/06/2026;
472;472;472-A;Holandês;18/02/2026;31;28/11/2025;04/06/2026;
472;472;472-A;Holandês;21/03/2026;26;28/11/2025;04/06/2026;
472;472;472-A;Holandês;04/04/2026;24;28/11/2025;04/06/2026;
472;472;472-A;Holandês;17/04/2026;23;28/11/2025;04/06/2026;
472;472;472-A;Holandês;01/05/2026;20;28/11/2025;04/06/2026;
472;472;472-A;Holandês;09/05/2026;25;28/11/2025;04/06/2026;
472;472;472-A;Holandês;18/05/2026;27;28/11/2025;04/06/2026;
50-A;50-A;50-A;Holandês;20/12/2024;25;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;26/12/2024;25,2;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;18/01/2025;31,3;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;04/02/2025;26;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;08/03/2025;28,4;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;15/03/2025;26;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;19/04/2025;20;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;20/07/2025;24;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;13/08/2025;19;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;24/08/2025;19,3;23/08/2024;04/12/2025;
50-A;50-A;50-A;Holandês;22/09/2025;22;23/08/2024;04/12/2025;
603;603;603-A;Holandês;20/12/2024;25,2;21/11/2025;;
603;603;603-A;Holandês;26/12/2024;30,4;21/11/2025;;
603;603;603-A;Holandês;18/01/2025;41,1;21/11/2025;;
603;603;603-A;Holandês;04/02/2025;40;21/11/2025;;
603;603;603-A;Holandês;08/03/2025;35;21/11/2025;;
603;603;603-A;Holandês;15/03/2025;39;21/11/2025;;
603;603;603-A;Holandês;19/04/2025;37,2;21/11/2025;;
603;603;603-A;Holandês;20/07/2025;20,2;21/11/2025;;
603;603;603-A;Holandês;13/08/2025;24;21/11/2025;;
603;603;603-A;Holandês;24/08/2025;22;21/11/2025;;
603;603;603-A;Holandês;22/09/2025;27;21/11/2025;;
603;603;603-A;Holandês;02/10/2025;17,4;21/11/2025;;
603;603;603-A;Holandês;17/10/2025;16;21/11/2025;;
603;603;603-A;Holandês;18/11/2025;11;21/11/2025;;
603;603;603-A;Holandês;24/11/2025;15;21/11/2025;;
603;603;603-A;Holandês;29/11/2025;20;21/11/2025;;
603;603;603-A;Holandês;13/12/2025;21;21/11/2025;;
603;603;603-A;Holandês;21/12/2025;22;21/11/2025;;
603;603;603-A;Holandês;29/12/2025;20;21/11/2025;;
603;603;603-A;Holandês;04/01/2026;22;21/11/2025;;
603;603;603-A;Holandês;10/01/2026;23;21/11/2025;;
603;603;603-A;Holandês;16/01/2026;19;21/11/2025;;
603;603;603-A;Holandês;23/01/2026;22;21/11/2025;;
603;603;603-A;Holandês;30/01/2026;23;21/11/2025;;
603;603;603-A;Holandês;18/02/2026;23;21/11/2025;;
603;603;603-A;Holandês;21/03/2026;23;21/11/2025;;
603;603;603-A;Holandês;04/04/2026;19;21/11/2025;;
603;603;603-A;Holandês;17/04/2026;21;21/11/2025;;
603;603;603-A;Holandês;01/05/2026;14;21/11/2025;;
603;603;603-A;Holandês;09/05/2026;21;21/11/2025;;
603;603;603-A;Holandês;18/05/2026;14;21/11/2025;;
603;603;603-A;Holandês;13/06/2026;15;21/11/2025;;
628-AJ;628-Aj;628-AJ;Holandês;20/12/2024;31,2;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;26/12/2024;32,4;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;18/01/2025;28,3;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;04/02/2025;25;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;08/03/2025;23;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;15/03/2025;26;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;19/04/2025;15;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;20/07/2025;13;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;13/08/2025;9;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;24/08/2025;9;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;22/09/2025;11;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;02/10/2025;10;23/08/2024;28/12/2025;
628-AJ;628-Aj;628-AJ;Holandês;17/10/2025;12;23/08/2024;28/12/2025;
657-BJ;657-Bj;657-BJ;Holandês;19/04/2025;17,2;07/04/2025;04/12/2025;
657-BJ;657-Bj;657-BJ;Holandês;20/07/2025;11,2;07/04/2025;04/12/2025;
706-BJ;706-Bj;706-BJ;Holandês;13/12/2025;10;14/11/2024;28/12/2025;
706-BJ;706-Bj;706-BJ;Holandês;21/12/2025;9;14/11/2024;28/12/2025;
861;861;861 CJ;Girolando;01/05/2026;13;27/04/2026;;
861;861;861 CJ;Girolando;09/05/2026;15;27/04/2026;;
861;861;861 CJ;Girolando;18/05/2026;20;27/04/2026;;
861;861;861 CJ;Girolando;13/06/2026;20;27/04/2026;;
A-857 R2;A-857;A857;Holandês;20/12/2024;9,3;11/08/2024;04/12/2025;
A-857 R2;A-857;A857;Holandês;26/12/2024;9;11/08/2024;04/12/2025;
A-857 R2;A-857;A857;Holandês;18/01/2025;8;11/08/2024;04/12/2025;
A-857 R2;A-857;A857;Holandês;04/02/2025;8;11/08/2024;04/12/2025;
