ESTADO;MUNICÍPIO;FAZENDA;NÚMERO DA MATRIZ;DATA DE NASCIMENTO;DATA DE ENTRADA NA FAZENDA;DATA DE APTIDÃO;RAÇA DA MATRIZ;DATA DE BAIXA;TIPO DE BAIXA;MOTIVO DE BAIXA;GANHO DE PESO NASCIMENTO A DESM;PROPRIETÁRIO;IDSEMEN PAI;NÚMERO PAI;IDSEMEN AVÔ MATERNO;NÚMERO AVÔ MATERNO;DATA DO ÚLTIMO PARTO;TIPO DE PARTO;ORDEM DE PARTO;RETENÇÃO DE PLACENTA;GEMELAR ÚLTIMO PARTO;SEXO CRIA 1 - ÚLTIMO PARTO;SEXO CRIA 2 - ÚLTIMO PARTO;PESO AO PARTO;ECC NA SECAGEM;ECC ÚLTIMO PARTO;DATA DO SERVIÇO;TIPO DO SERVIÇO;INSEMINADOR;CONDIÇÃO DE IA;PROTOCOLO;REPRODUTOR;IDSEMEN REPRODUTOR;TIPO DE SÊMEN;RAÇA DO REPRODUTOR;ORDEM DE TENTATIVA;INTERVALO ENTRE TENTATIVAS;Tº RETAL IA/IATF;SETOR NA TENTATIVA;DATA DO DIAGNOSTICO;DIAGNÓSTICO;DATA DA PERDA DE PRENHEZ;TIPO DA PERDA DE PRENHEZ;CCS NO PRIMEIRO MÊS PÓS PARTO;CCS;PRODUÇÃO LACTAÇÃO ANTERIOR;DURAÇÃO DA LACTAÇÃO ANTERIOR (D;PERIODO SECO ANTERIOR (DIAS);PRODUÇÃO DE LEITE;DOENÇA NA LACTAÇÃO;ESCORE;CL INÍCIO PROTOCOLO;PEV;PARTO_REAL;TIPO_PARTO_REAL;SEXO CRIA 1 - ÚLTIMO PARTO REAL;SEXO CRIA 2 - ÚLTIMO PARTO REAL;DATA DE INÍCIO DA PRIMEIRA LACT;DATA DE TÉRMINO DA PRIMEIRA LAC;PRODUÇÃO TOTAL NA PRIMEIRA LACT;
;;Fazenda Estreito Ponte de Pedra;410;01/01/2021;01/01/2021;01/01/2022;Girolando;28/12/2025;Voluntária;Abate;;;;;;;23/11/2024;Normal;2;0;;;;;;;12/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;4;8;;Principal - Leite;;ABERTO;;;;;8285,531;437;18;10734,024;0;;0;45;;;;;26/08/2023;05/11/2024;5552;
;;Fazenda Estreito Ponte de Pedra;411;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;;;0;;;;;;;;25/02/2023;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/03/2023;POSITIVO;;;;;;;;;0;;0;45;13/12/2023;Normal;;;13/12/2023;09/03/2025;4864;
;;Fazenda Estreito Ponte de Pedra;411;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;13/12/2023;Normal;1;0;;;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;1;;;Principal - Leite;26/03/2024;NEGATIVO;;;;;;;;7927,133;0;;0;45;;;;;13/12/2023;09/03/2025;4864;
;;Fazenda Estreito Ponte de Pedra;411;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;13/12/2023;Normal;1;0;;;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;47;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;7927,133;0;;0;45;;;;;13/12/2023;09/03/2025;4864;
;;Fazenda Estreito Ponte de Pedra;411;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;13/12/2023;Normal;1;0;;;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;51;;Principal - Leite;27/06/2024;NEGATIVO;;;;;;;;7927,133;0;;0;45;;;;;13/12/2023;09/03/2025;4864;
;;Fazenda Estreito Ponte de Pedra;411;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;13/12/2023;Normal;1;0;;;;;;;08/07/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;4;42;;Principal - Leite;08/08/2024;POSITIVO;;;;;;;;7927,133;0;;0;45;19/04/2025;Natimorto;;;13/12/2023;09/03/2025;4864;
;;Fazenda Estreito Ponte de Pedra;411;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;19/04/2025;Natimorto;2;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;1;;;Principal - Leite;08/08/2025;POSITIVO;23/09/2025;DIAGNÓSTICO;;;7927,133;452;41;6643;0;;0;45;;;;;13/12/2023;09/03/2025;4864;
;;Fazenda Estreito Ponte de Pedra;411;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;19/04/2025;Natimorto;2;0;;;;;;;04/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;2;84;;Principal - Leite;07/11/2025;POSITIVO;;;;;7927,133;452;41;6643;0;;0;45;;;;;13/12/2023;09/03/2025;4864;
;;Fazenda Estreito Ponte de Pedra;412;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Morte;Hipocalcemia;;;;;;;;;0;;;;;;;;30/01/2023;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;28/02/2023;POSITIVO;;;;;;;;;0;;0;45;15/10/2023;Normal;F;;15/10/2023;01/11/2023;0;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;;;0;;;;;;;;30/12/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;17/10/2023;Normal;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;17/10/2023;Normal;1;0;;;;;;;22/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;1;;;Principal - Leite;08/02/2024;NEGATIVO;;;;;;;;7664,235;0;;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;17/10/2023;Normal;1;0;;;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;59;;Principal - Leite;26/03/2024;NEGATIVO;;;;;;;;7664,235;0;;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;17/10/2023;Normal;1;0;;;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;47;;Principal - Leite;16/05/2024;POSITIVO;;;;;;;;7664,235;0;;0;45;05/01/2025;Normal;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;05/01/2025;Normal;2;0;;;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;1;;;Principal - Leite;15/05/2025;NEGATIVO;;;;;7664,235;411;35;7201,174;0;;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;05/01/2025;Normal;2;0;;;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;2;92;;Principal - Leite;01/07/2025;NEGATIVO;;;;;7664,235;411;35;7201,174;0;;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;05/01/2025;Normal;2;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;3;47;;Principal - Leite;08/08/2025;NEGATIVO;;;;;7664,235;411;35;7201,174;0;;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;05/01/2025;Normal;2;0;;;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;-867;;C;Girolando;4;38;;Principal - Leite;23/09/2025;NEGATIVO;;;;;7664,235;411;35;7201,174;0;;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;05/01/2025;Normal;2;0;;;;;;;04/10/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;5;46;;Principal - Leite;07/11/2025;NEGATIVO;;;;;7664,235;411;35;7201,174;0;;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;05/01/2025;Normal;2;0;;;;;;;18/11/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;6;45;;Principal - Leite;11/12/2025;NEGATIVO;;;;;7664,235;411;35;7201,174;0;3;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;05/01/2025;Normal;2;0;;;;;;;11/12/2025;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;7;23;;Principal - Leite;12/12/2025;NEGATIVO;;;;352;7664,235;411;35;7201,174;0;3;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;413;01/01/2021;01/01/2021;01/01/2022;Girolando;12/01/2026;Descarte involuntário;Doenças bacterianas;;;;;;;05/01/2025;Normal;2;0;;;;;;;12/12/2025;Cobertura;;CIO NATURAL;;SEVAVERDE;;;Holandês;8;1;;Principal - Leite;;ABERTO;;;;352;7664,235;411;35;7201,174;0;3;0;45;;;;;17/10/2023;01/12/2024;5079;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;;;0;;;;;;;;30/09/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;06/07/2023;Normal;;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;06/07/2023;Normal;1;0;;;;;;;09/10/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;1;;;Principal - Leite;27/10/2023;NEGATIVO;;;;;;;;5418,696;0;;0;45;;;;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;06/07/2023;Normal;1;0;;;;;;;28/10/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;CAMPEAO FIV RIO DO L;;C;Girolando;2;19;;Principal - Leite;11/12/2023;NEGATIVO;;;;;;;;5418,696;0;;0;45;;;;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;06/07/2023;Normal;1;0;;;;;;;22/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;55;;Principal - Leite;08/02/2024;POSITIVO;;;;;;;;5418,696;0;;0;45;22/09/2024;Normal;F;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;22/09/2024;Normal;2;0;NÃO;F;;;;;20/10/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;19/12/2024;NEGATIVO;;;;;5418,696;392;52;6915,3;0;;0;45;;;;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;22/09/2024;Normal;2;0;NÃO;F;;;;;30/12/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;71;;Principal - Leite;10/02/2025;POSITIVO;;;;;5418,696;392;52;6915,3;0;;0;45;01/10/2025;Normal;F;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;01/10/2025;Normal;3;0;NÃO;F;;;;;04/12/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;A.R.K. MYTYME HILLUX;;C;Girolando;1;;;Principal - Leite;15/01/2026;NEGATIVO;;;;352;6915,3;309;65;4432;0;3;0;45;;;;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;01/10/2025;Normal;3;0;NÃO;F;;;;;26/01/2026;Inseminação Artificial;LEOMIR BONFIM;PROTOCOLO IATF;PROTOCOLO IATF D0 A D11;A.R.K. MYTYME HILLUX;;C;Girolando;2;53;;Principal - Leite;16/02/2026;NEGATIVO;;;;352;6915,3;309;65;4432;0;;0;45;;;;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;414;01/01/2021;01/01/2021;01/01/2022;Girolando;;;;;;;;;;01/10/2025;Normal;3;0;NÃO;F;;;;;16/02/2026;Inseminação Artificial;LEOMIR BONFIM;;;A.R.K. MYTYME HILLUX;;C;Girolando;3;21;;Principal - Leite;10/04/2026;POSITIVO;;;;;6915,3;309;65;4432;0;;0;45;;;;;06/07/2023;01/08/2024;4424;
;;Fazenda Estreito Ponte de Pedra;415 BABALU;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Voluntária;Venda;;;;;;;;;0;;;;;;;;30/09/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;14/06/2023;Normal;M;;14/06/2023;05/03/2024;4226,395;
;;Fazenda Estreito Ponte de Pedra;415 BABALU;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Voluntária;Venda;;;;;;;14/06/2023;Normal;1;0;NÃO;M;;;;;21/07/2023;Cobertura;;CIO NATURAL;;METEORO;;;Girolando;1;;;Principal - Leite;17/08/2023;POSITIVO;;;;;;;;4226,395;0;;0;45;26/04/2024;Normal;F;;14/06/2023;05/03/2024;4226,395;
;;Fazenda Estreito Ponte de Pedra;415 BABALU;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Voluntária;Venda;;;;;;;26/04/2024;Normal;2;0;NÃO;F;;;;;24/06/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;08/08/2024;POSITIVO;;;;;4226,395;265;52;3732,312;0;;0;45;08/04/2025;Normal;;;14/06/2023;05/03/2024;4226,395;
;;Fazenda Estreito Ponte de Pedra;415 BABALU;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Voluntária;Venda;;;;;;;08/04/2025;Normal;3;0;;;;;;;12/07/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-867;;C;Girolando;1;;;Principal - Leite;08/08/2025;NEGATIVO;;;;;3732,312;300;47;3112;0;;0;45;;;;;14/06/2023;05/03/2024;4226,395;
;;Fazenda Estreito Ponte de Pedra;415 BABALU;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Voluntária;Venda;;;;;;;08/04/2025;Normal;3;0;;;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;ROBO;;C;Girolando;2;38;;Principal - Leite;;ABERTO;;;;;3732,312;300;47;3112;0;;0;45;;;;;14/06/2023;05/03/2024;4226,395;
;;Fazenda Estreito Ponte de Pedra;416;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Voluntária;Venda;;;;;;;;;0;;;;;;;;30/10/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;04/08/2023;Natimorto;;;04/08/2023;;2492;
;;Fazenda Estreito Ponte de Pedra;416;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Voluntária;Venda;;;;;;;04/08/2023;Natimorto;1;0;;;;;;;09/10/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;1;;;Principal - Leite;03/11/2023;NEGATIVO;;;;;;;;2492;0;;0;45;;;;;04/08/2023;;2492;
;;Fazenda Estreito Ponte de Pedra;416;01/01/2021;01/01/2021;01/01/2022;Girolando;04/12/2025;Voluntária;Venda;;;;;;;04/08/2023;Natimorto;1;0;;;;;;;04/11/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;26;;Principal - Leite;11/12/2023;POSITIVO;;;;;;;;2492;0;;0;45;;;;;04/08/2023;;2492;
;;Fazenda Estreito Ponte de Pedra;417;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;;;0;;;;;;;;15/02/2023;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/03/2023;POSITIVO;;;;;;;;;0;;0;45;20/11/2023;Normal;;;20/11/2023;27/03/2025;8111;
;;Fazenda Estreito Ponte de Pedra;417;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;20/11/2023;Normal;1;0;;;;;;;14/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;CAMPEAO FIV RIO DO L;;C;Girolando;1;;;Principal - Leite;08/02/2024;NEGATIVO;;;;;;;;12910,251;0;;0;45;;;;;20/11/2023;27/03/2025;8111;
;;Fazenda Estreito Ponte de Pedra;417;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;20/11/2023;Normal;1;0;;;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;2;67;;Principal - Leite;26/03/2024;NEGATIVO;;;;;;;;12910,251;0;;0;45;;;;;20/11/2023;27/03/2025;8111;
;;Fazenda Estreito Ponte de Pedra;417;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;20/11/2023;Normal;1;0;;;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;3;47;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;12910,251;0;;0;45;;;;;20/11/2023;27/03/2025;8111;
;;Fazenda Estreito Ponte de Pedra;417;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;20/11/2023;Normal;1;0;;;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;4;51;;Principal - Leite;27/06/2024;NEGATIVO;;;;;;;;12910,251;0;;0;45;;;;;20/11/2023;27/03/2025;8111;
;;Fazenda Estreito Ponte de Pedra;417;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;20/11/2023;Normal;1;0;;;;;;;08/07/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;5;42;;Principal - Leite;08/08/2024;POSITIVO;;;;;;;;12910,251;0;;0;45;18/04/2025;Normal;F;;20/11/2023;27/03/2025;8111;
;;Fazenda Estreito Ponte de Pedra;418;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;;;0;;;;;;;;10/01/2023;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;10/02/2023;POSITIVO;;;;;;;;;0;;0;45;29/10/2023;Normal;;;29/10/2023;29/08/2024;6132,059;
;;Fazenda Estreito Ponte de Pedra;418;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;29/10/2023;Normal;1;0;;;;;;;14/12/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;CAMPEAO FIV RIO DO L;;C;Girolando;1;;;Principal - Leite;08/02/2024;NEGATIVO;;;;;;;;6132,059;0;;0;45;;;;;29/10/2023;29/08/2024;6132,059;
;;Fazenda Estreito Ponte de Pedra;418;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;29/10/2023;Normal;1;0;;;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;67;;Principal - Leite;26/03/2024;POSITIVO;;;;;;;;6132,059;0;;0;45;25/11/2024;Normal;F;;29/10/2023;29/08/2024;6132,059;
;;Fazenda Estreito Ponte de Pedra;418;01/01/2018;01/01/2018;01/01/2019;Girolando;28/12/2025;Voluntária;Abate;;;;;;;25/11/2024;Normal;2;0;NÃO;F;;;;;23/02/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;1;;;Principal - Leite;27/03/2025;POSITIVO;;;;;6132,059;305;88;4691,56;0;;0;45;30/11/2025;Normal;;;29/10/2023;29/08/2024;6132,059;
;;Fazenda Estreito Ponte de Pedra;419;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Voluntária;Venda;;;;;;;;;0;;;;;;;;30/11/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;30/01/2023;POSITIVO;;;;;;;;;0;;0;45;06/10/2023;Normal;F;;06/10/2023;;3258;
;;Fazenda Estreito Ponte de Pedra;419;01/01/2018;01/01/2018;01/01/2019;Girolando;04/12/2025;Voluntária;Venda;;;;;;;06/10/2023;Normal;1;0;NÃO;F;;;;;04/11/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;11/12/2023;POSITIVO;;;;;;;;3258;0;;0;45;;;;;06/10/2023;;3258;
;;Fazenda Estreito Ponte de Pedra;420;01/01/2016;01/01/2016;31/12/2016;Girolando;20/05/2026;Descarte involuntário;Venda;;;;;;;;;0;;;;;;;;29/04/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;METEORO;;C;Girolando;1;;;Principal - Leite;01/06/2023;POSITIVO;;;;;;;;;0;;0;45;13/02/2024;Normal;F;;13/02/2024;22/01/2025;7565;
;;Fazenda Estreito Ponte de Pedra;420;01/01/2016;01/01/2016;31/12/2016;Girolando;20/05/2026;Descarte involuntário;Venda;;;;;;;13/02/2024;Normal;1;0;NÃO;F;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;SUCESSOR;;C;Girolando;1;;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;8294,936;0;;0;45;;;;;13/02/2024;22/01/2025;7565;
;;Fazenda Estreito Ponte de Pedra;420;01/01/2016;01/01/2016;31/12/2016;Girolando;20/05/2026;Descarte involuntário;Venda;;;;;;;13/02/2024;Normal;1;0;NÃO;F;;;;;27/05/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;51;;Principal - Leite;16/06/2024;NEGATIVO;;;;;;;;8294,936;0;;0;45;;;;;13/02/2024;22/01/2025;7565;
;;Fazenda Estreito Ponte de Pedra;420;01/01/2016;01/01/2016;31/12/2016;Girolando;20/05/2026;Descarte involuntário;Venda;;;;;;;13/02/2024;Normal;1;0;NÃO;F;;;;;17/06/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;21;;Principal - Leite;08/08/2024;POSITIVO;;;;;;;;8294,936;0;;0;45;26/03/2025;Normal;F;;13/02/2024;22/01/2025;7565;
;;Fazenda Estreito Ponte de Pedra;420;01/01/2016;01/01/2016;31/12/2016;Girolando;20/05/2026;Descarte involuntário;Venda;;;;;;;26/03/2025;Normal;2;0;NÃO;F;;;;;26/05/2025;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;-53431;;C;Girolando;1;;;Principal - Leite;01/07/2025;POSITIVO;08/08/2025;DIAGNÓSTICO;;;8294,936;344;63;4716,266;0;;0;45;;;;;13/02/2024;22/01/2025;7565;
;;Fazenda Estreito Ponte de Pedra;420;01/01/2016;01/01/2016;31/12/2016;Girolando;20/05/2026;Descarte involuntário;Venda;;;;;;;26/03/2025;Normal;2;0;NÃO;F;;;;;19/08/2025;Inseminação Artificial;LEOMIR BONFIM;CIO NATURAL;;ROBO;;C;Girolando;2;85;;Principal - Leite;23/09/2025;POSITIVO;;;;;8294,936;344;63;4716,266;0;;0;45;;;;;13/02/2024;22/01/2025;7565;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;;;0;;;;;;;;19/11/2022;Cobertura;;CIO NATURAL;;TOURO;;;Girolando;1;;;Principal - Leite;19/03/2023;POSITIVO;;;;;;;;;0;;0;45;04/09/2023;Normal;F;;04/09/2023;22/01/2025;7036;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;04/09/2023;Normal;1;0;NÃO;F;;;;;04/11/2023;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;1;;;Principal - Leite;11/12/2023;POSITIVO;08/02/2024;DIAGNÓSTICO;;;;;;9645,167;0;;0;45;;;;;04/09/2023;22/01/2025;7036;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;04/09/2023;Normal;1;0;NÃO;F;;;;;19/02/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;2;107;;Principal - Leite;26/03/2024;NEGATIVO;;;;;;;;9645,167;0;;0;45;;;;;04/09/2023;22/01/2025;7036;
;;Fazenda Estreito Ponte de Pedra;421 BORDADA;01/01/2016;01/01/2016;31/12/2016;Girolando;28/12/2025;Voluntária;Abate;;;;;;;04/09/2023;Normal;1;0;NÃO;F;;;;;06/04/2024;Inseminação Artificial;JORBESON NUNES;CIO NATURAL;;ROBO;;C;Girolando;3;47;;Principal - Leite;16/05/2024;NEGATIVO;;;;;;;;9645,167;0;;0;45;;;;;04/09/2023;22/01/2025;7036;
